kompleks,zbirnyk,nazva_zbirnyka,dstu,grupa,nazva_grupy,shifr,nazva_normy,odynytsya,priorytet_prytulok,trud_lyud_god,seredniy_rozryad,mashynisty_lyud_god,kilkist_mashyn,kilkist_materialiv,vartist_trudu_uah,vartist_mashyn_uah,vartist_materialiv_uah,priami_vytraty_uah
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-6,Зачищення дна і укосів котлованів і траншей,100 м2,True,9.043,2.8,0.5,1,2,914.08,300.0,259.25,1473.33
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення ґрунту,1-5-1,Засипання пазух котлованів ґрунтом з ущільненням вручну,100 м3,True,45.444,2.5,0.0,0,1,4317.18,0,0,4317.18
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення ґрунту,1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,True,0.813,3.0,1.209,1,2,210.23,1027.47,626.49,1864.19
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення ґрунту,1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,True,9.134,2.8,0.5,1,2,922.73,300.0,259.25,1481.98
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення ґрунту,1-5-4,Ущільнення ґрунту катками,1000 м3,True,9.296,2.8,0.5,1,2,938.12,300.0,259.25,1497.37
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Перевезення ґрунту,1-6-1,Навантаження ґрунту екскаватором у автосамоскиди,1000 м3,True,1.107,3.0,1.58,2,2,278.97,2773.75,1469.47,4522.19
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Перевезення ґрунту,1-6-2,Перевезення ґрунту автосамоскидами до 1 км,1000 м3,True,2.554,3.2,0.0,0,1,242.63,0,150.0,392.63
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Перевезення ґрунту,1-6-3,Додавати на кожний наступний 1 км перевезення,1000 м3,True,2.522,3.2,0.0,0,1,239.59,0,150.0,389.59
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-1,Занурення залізобетонних паль молотами,м3,True,6.869,3.5,0.6,2,2,718.55,996.0,3272.0,4986.55
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-2,Занурення залізобетонних паль віброзанурювачами,м3,True,6.596,3.5,0.6,2,2,692.62,996.0,3272.0,4960.62
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-3,Улаштування буронабивних паль,м3,True,3.963,4.0,0.0,0,3,376.49,0,4230.0,4606.49
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,2,Ростверки та оголовки,5-2-1,Зрізання голів паль,шт,True,9.729,3.8,2.0,1,1,1144.25,4400.0,15000.0,20544.25
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,2,Ростверки та оголовки,5-2-2,Улаштування монолітних ростверків,м3,True,7.204,3.5,0.6,2,2,750.38,996.0,3272.0,5018.38
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Улаштування фундаментів бетонних,6-1-1,Улаштування фундаментів бетонних стрічкових,100 м3,True,6.765,3.5,0.6,2,2,708.67,996.0,3272.0,4976.67
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Улаштування фундаментів бетонних,6-1-2,Улаштування фундаментів бетонних стовпчастих,100 м3,True,7.93,3.5,0.6,2,2,819.35,996.0,3272.0,5087.35
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Улаштування фундаментів бетонних,6-1-3,Улаштування фундаментних плит бетонних,100 м3,True,6.721,3.5,0.6,2,2,704.5,996.0,3272.0,4972.5
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Улаштування фундаментів залізобетонних,6-2-1,Улаштування фундаментів залізобетонних стрічкових,100 м3,True,8.013,3.5,0.6,2,2,827.24,996.0,3272.0,5095.24
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Улаштування фундаментів залізобетонних,6-2-2,Улаштування фундаментів залізобетонних стовпчастих,100 м3,True,7.437,3.5,0.6,2,2,772.51,996.0,3272.0,5040.51
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Улаштування фундаментів залізобетонних,6-2-3,Улаштування фундаментних плит залізобетонних,100 м3,True,7.857,3.5,0.6,2,2,812.41,996.0,3272.0,5080.41
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Улаштування фундаментів залізобетонних,6-2-4,Улаштування ростверків залізобетонних,100 м3,True,8.294,3.5,0.6,2,2,853.93,996.0,3272.0,5121.93
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Улаштування стін і перегородок,6-3-1,Улаштування стін підвалів залізобетонних,100 м3,True,7.248,3.5,0.6,2,2,754.56,996.0,3272.0,5022.56
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Улаштування стін і перегородок,6-3-2,Улаштування стін надземної частини залізобетонних,100 м3,True,6.759,3.5,0.6,2,2,708.11,996.0,3272.0,4976.11
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Улаштування стін і перегородок,6-3-3,Улаштування перегородок залізобетонних,100 м3,True,6.5,3.5,0.6,2,2,683.5,996.0,3272.0,4951.5
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,4,Улаштування колон,6-4-1,"Улаштування колон прямокутних перерізом до 0,3 м2",100 м3,True,4.091,4.0,0.0,0,3,388.65,0,4230.0,4618.65
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,4,Улаштування колон,6-4-2,"Улаштування колон прямокутних перерізом понад 0,3 м2",100 м3,True,4.18,4.0,0.0,0,3,397.1,0,4230.0,4627.1
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,4,Улаштування колон,6-4-3,Улаштування колон круглих,100 м3,True,3.513,4.0,0.0,0,3,333.74,0,4230.0,4563.74
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,5,Улаштування перекриттів і покриттів,6-5-1,Улаштування перекриттів безбалкових товщиною до 200 мм,100 м3,True,4.389,4.0,0.0,0,3,416.96,0,4230.0,4646.96
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,5,Улаштування перекриттів і покриттів,6-5-2,Улаштування перекриттів безбалкових товщиною понад 200 мм,100 м3,True,3.797,4.0,0.0,0,3,360.72,0,4230.0,4590.72
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,5,Улаштування перекриттів і покриттів,6-5-3,Улаштування перекриттів ребристих,100 м3,True,3.912,4.0,0.0,0,3,371.64,0,4230.0,4601.64
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,5,Улаштування перекриттів і покриттів,6-5-4,Улаштування балок і ригелів,100 м3,True,4.239,4.0,0.0,0,3,402.7,0,4230.0,4632.7
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,6,Арматурні роботи,6-6-1,Установлення арматури в фундаментах,т,True,18.709,4.0,0.4,1,2,1821.36,560.0,33000.0,35381.36
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,6,Арматурні роботи,6-6-2,Установлення арматури в стінах і перегородках,т,True,21.308,4.0,0.4,1,2,2068.26,560.0,33000.0,35628.26
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,6,Арматурні роботи,6-6-3,Установлення арматури в колонах,т,True,19.479,4.0,0.4,1,2,1894.5,560.0,33000.0,35454.5
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,6,Арматурні роботи,6-6-4,Установлення арматури в перекриттях,т,True,19.805,4.0,0.4,1,2,1925.47,560.0,33000.0,35485.47
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,6,Арматурні роботи,6-6-5,Установлення арматурних сіток і каркасів,т,True,20.78,4.0,0.4,1,2,2018.1,560.0,33000.0,35578.1
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,7,Опалубні роботи,6-7-1,Установлення і розбирання опалубки фундаментів,100 м2,True,12.16,3.8,0.0,0,3,1155.2,0,71.75,1226.95
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,7,Опалубні роботи,6-7-2,Установлення і розбирання опалубки стін,100 м2,True,14.211,3.8,0.0,0,3,1350.05,0,71.75,1421.8
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,7,Опалубні роботи,6-7-3,Установлення і розбирання опалубки колон,100 м2,True,13.514,3.8,0.0,0,3,1283.83,0,71.75,1355.58
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,7,Опалубні роботи,6-7-4,Установлення і розбирання опалубки перекриттів,100 м2,True,13.538,3.8,0.0,0,3,1286.11,0,71.75,1357.86
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,8,"Сходи, площадки, крильця",6-8-1,Улаштування сходових маршів залізобетонних,100 м3,True,8.424,3.5,0.6,2,2,866.28,996.0,3272.0,5134.28
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,8,"Сходи, площадки, крильця",6-8-2,Улаштування сходових площадок,100 м3,True,4.399,4.0,0.0,0,3,417.91,0,4230.0,4647.91
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,8,"Сходи, площадки, крильця",6-8-3,Улаштування крилець,100 м3,True,3.971,4.0,0.0,0,3,377.25,0,4230.0,4607.25
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,1,Монтаж фундаментів і фундаментних блоків,7-1-1,"Укладання блоків фундаментних стінових масою до 0,5 т",100 шт,True,6.821,3.5,0.6,2,2,714.0,996.0,3272.0,4982.0
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,1,Монтаж фундаментів і фундаментних блоків,7-1-2,"Укладання блоків фундаментних стінових масою до 1,0 т",100 шт,True,7.782,3.5,0.6,2,2,805.29,996.0,3272.0,5073.29
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,1,Монтаж фундаментів і фундаментних блоків,7-1-3,"Укладання блоків фундаментних стінових масою до 1,5 т",100 шт,True,8.142,3.5,0.6,2,2,839.49,996.0,3272.0,5107.49
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,1,Монтаж фундаментів і фундаментних блоків,7-1-4,Укладання подушок фундаментних,100 шт,True,6.757,3.5,0.6,2,2,707.91,996.0,3272.0,4975.91
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,2,Монтаж колон і ригелів,7-2-1,Установлення колон одноповерхових масою до 2 т,шт,True,2.663,3.2,0.0,0,1,252.98,0,150.0,402.98
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,2,Монтаж колон і ригелів,7-2-2,Установлення колон багатоповерхових масою до 4 т,шт,True,3.479,3.2,0.0,0,1,330.5,0,150.0,480.5
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,2,Монтаж колон і ригелів,7-2-3,Укладання ригелів масою до 3 т,шт,True,2.785,3.2,0.0,0,1,264.57,0,150.0,414.57
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,3,Монтаж плит перекриттів і покриттів,7-3-1,Укладання плит перекриттів багатопустотних,100 м2,True,3.25,3.2,0.0,0,1,308.75,0,150.0,458.75
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,3,Монтаж плит перекриттів і покриттів,7-3-2,Укладання плит покриттів ребристих,100 м2,True,3.31,3.2,0.0,0,1,314.45,0,150.0,464.45
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,3,Монтаж плит перекриттів і покриттів,7-3-3,Замонолічування стиків плит перекриттів,100 м,True,7.529,3.5,0.6,2,2,781.25,996.0,3272.0,5049.25
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,4,Монтаж стінових панелей і перегородок,7-4-1,Установлення панелей стінових зовнішніх,100 м2,True,2.582,3.2,0.0,0,1,245.29,0,150.0,395.29
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,4,Монтаж стінових панелей і перегородок,7-4-2,Установлення панелей стінових внутрішніх,100 м2,True,3.199,3.2,0.0,0,1,303.9,0,150.0,453.9
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,4,Монтаж стінових панелей і перегородок,7-4-3,Установлення панелей перегородок,100 м2,True,58.806,3.5,0.15,1,2,5603.07,135.0,66480.0,72218.07
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,5,Монтаж сходових маршів і площадок,7-5-1,Установлення сходових маршів,шт,True,2.673,3.2,0.0,0,1,253.94,0,150.0,403.94
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,5,Монтаж сходових маршів і площадок,7-5-2,Установлення сходових площадок,шт,True,3.161,3.2,0.0,0,1,300.3,0,150.0,450.3
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,5,Монтаж сходових маршів і площадок,7-5-3,Установлення елементів огородження сходів,м,True,3.089,3.2,0.0,0,1,293.45,0,150.0,443.45
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,6,Монтаж санітарно-технічних кабін і шахт,7-6-1,Установлення санітарно-технічних кабін,шт,True,3.485,3.2,0.0,0,1,331.07,0,150.0,481.07
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,6,Монтаж санітарно-технічних кабін і шахт,7-6-2,Установлення вентиляційних блоків,шт,True,4.866,3.5,0.15,1,3,478.77,135.0,5343.84,5957.61
Д.2.2,7,Бетонні та залізобетонні конструкції збірні,ДСТУ Б Д.2.2-7:2012,6,Монтаж санітарно-технічних кабін і шахт,7-6-3,Установлення ліфтових шахт збірних,шт,True,2.851,3.2,0.0,0,1,270.84,0,150.0,420.84
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,1,"Улаштування фундаментів, мурування стін із бутового каменю",8-1-1,Улаштування фундаментів із бутового каменю під лопату,м3,True,6.141,3.3,0.15,1,2,599.89,135.0,1781.0,2515.89
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,1,"Улаштування фундаментів, мурування стін із бутового каменю",8-1-2,Улаштування фундаментів із бутового каменю під скобу,м3,True,6.469,3.3,0.15,1,2,631.06,135.0,1781.0,2547.06
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,1,"Улаштування фундаментів, мурування стін із бутового каменю",8-1-3,Мурування стін із бутового каменю під лопату,м3,True,6.334,3.3,0.15,1,2,618.23,135.0,1781.0,2534.23
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,1,"Улаштування фундаментів, мурування стін із бутового каменю",8-1-4,Мурування стін із бутового каменю під скобу,м3,True,5.875,3.3,0.15,1,2,574.62,135.0,1781.0,2490.62
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,2,Улаштування основи під фундаменти,8-2-1,Улаштування піщаної основи під фундаменти,м3,True,5.384,3.5,0.15,1,3,527.98,135.0,5421.6,6084.58
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,2,Улаштування основи під фундаменти,8-2-2,Улаштування щебеневої основи під фундаменти,м3,True,5.292,3.5,0.15,1,3,519.24,135.0,5407.8,6062.04
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-1,Горизонтальна ізоляція цементним розчином,100 м2,True,58.547,3.5,0.15,1,2,5578.47,135.0,66480.0,72193.47
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-2,Горизонтальна ізоляція рулонними матеріалами в 1 шар,100 м2,True,56.427,3.5,0.15,1,2,5377.06,135.0,66480.0,71992.06
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-3,Горизонтальна ізоляція рулонними матеріалами в 2 шари,100 м2,True,58.605,3.5,0.15,1,2,5583.97,135.0,66480.0,72198.97
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-4,Бокова обмазувальна ізоляція бітумною мастикою,100 м2,True,55.77,3.5,0.15,1,2,5314.65,135.0,66480.0,71929.65
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-5,Бокова обклеювальна ізоляція рулонними матеріалами,100 м2,True,4.24,3.6,0.15,1,3,419.3,135.0,3393.5,3947.8
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,3,"Гідроізоляція стін, фундаментів",8-3-6,Бокова обклеювальна ізоляція в 2 шари,100 м2,True,4.519,3.6,0.15,1,3,445.81,135.0,3393.5,3974.31
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-1,"Мурування зовнішніх простих стін із цегли керамічної, висота поверху до 4 м",м3,True,5.438,3.5,0.15,1,3,533.11,135.0,5429.76,6097.87
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-2,Мурування зовнішніх стін середньої складності із цегли керамічної,м3,True,5.28,3.5,0.15,1,3,518.1,135.0,5406.0,6059.1
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-3,Мурування зовнішніх складних стін із цегли керамічної,м3,True,4.866,3.5,0.15,1,3,478.77,135.0,5343.96,5957.73
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-4,Мурування внутрішніх стін із цегли керамічної,м3,True,5.432,3.5,0.15,1,3,532.54,135.0,5428.8,6096.34
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-5,Мурування зовнішніх простих стін із цегли силікатної,м3,True,5.199,3.5,0.15,1,3,510.4,135.0,4534.0,5179.4
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-6,Мурування внутрішніх стін із цегли силікатної,м3,True,5.415,3.5,0.15,1,3,530.92,135.0,4534.0,5199.92
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-7,Мурування стін із цегли при висоті поверху понад 4 м,м3,True,5.397,3.5,0.15,1,3,529.22,135.0,5423.52,6087.74
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,5,Мурування стін із цегли,8-5-8,Мурування стін криволінійних у плані,м3,True,5.318,3.5,0.15,1,3,521.71,135.0,5411.64,6068.35
Д.2.2,8,Конструкції з цегли та блоків,ДСТУ Б Д.2.2-8:2016,6,Мурування перегородок із цегли,8-6-1,Мурування перегородок товщиною 1/2 цегли неармованих,100 м2,True,62.215,3.5,0.15,1,2,5926.93,135.0,66480.0,72541.93
