kompleks,zbirnyk,nazva_zbirnyka,dstu,grupa,nazva_grupy,shifr,nazva_normy,odynytsya,priorytet_prytulok,trud_lyud_god,seredniy_rozryad,mashynisty_lyud_god,kilkist_mashyn,kilkist_materialiv,vartist_trudu_uah,vartist_mashyn_uah,vartist_materialiv_uah,priami_vytraty_uah
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-1,Розробка і переміщення ґрунту 1 групи бульдозером на відстань до 10 м,1000 м3,True,10.129,3.0,18.129,1,2,2956.45,15409.65,9400.08,27766.18
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-2,Розробка і переміщення ґрунту 2 групи бульдозером на відстань до 10 м,1000 м3,True,15.205,3.0,23.205,1,2,3997.02,19724.25,12031.65,35752.92
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-3,Розробка і переміщення ґрунту 1 групи бульдозером на відстань до 20 м,1000 м3,True,15.59,3.0,23.59,1,2,4075.95,20051.5,12231.65,36359.1
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-4,Розробка і переміщення ґрунту 2 групи бульдозером на відстань до 20 м,1000 м3,True,15.313,3.0,23.313,1,2,4019.16,19816.05,12087.76,35922.97
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-5,Розробка і переміщення ґрунту 1 групи бульдозером на відстань до 40 м,1000 м3,True,14.969,3.0,22.969,1,2,3948.64,19523.65,11909.62,35381.91
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-6,Розробка і переміщення ґрунту 2 групи бульдозером на відстань до 40 м,1000 м3,True,13.943,3.0,21.943,1,2,3738.32,18651.55,11377.7,33767.57
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-7,Планування площ бульдозером,1000 м2,True,15.045,3.0,6.017,1,2,2091.14,5114.45,3119.56,10325.15
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,3,Розробка і переміщення ґрунту бульдозерами,1-3-8,Зачищення дна котловану бульдозером,1000 м2,True,15.674,3.0,6.253,1,2,2176.86,5315.05,3242.15,10734.06
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-1,"Розробка ґрунту 1 групи вручну в котлованах глибиною до 1,5 м",100 м3,True,128.492,2.5,0.0,0,1,12206.74,0,0,12206.74
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-2,"Розробка ґрунту 2 групи вручну в котлованах глибиною до 1,5 м",100 м3,True,92.569,2.5,0.0,0,1,8794.06,0,0,8794.06
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-3,"Розробка ґрунту 3 групи вручну в котлованах глибиною до 1,5 м",100 м3,True,110.956,2.5,0.0,0,1,10540.82,0,0,10540.82
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-4,"Розробка ґрунту 1 групи вручну в котлованах глибиною понад 1,5 м",100 м3,True,122.238,2.5,0.0,0,1,11612.61,0,0,11612.61
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-5,"Розробка ґрунту 2 групи вручну в котлованах глибиною понад 1,5 м",100 м3,True,92.223,2.5,0.0,0,1,8761.18,0,0,8761.18
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-6,Розробка ґрунту 1 групи вручну в траншеях шириною до 1 м,100 м3,True,117.253,2.5,0.0,0,1,11139.03,0,0,11139.03
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-7,Розробка ґрунту 2 групи вручну в траншеях шириною до 1 м,100 м3,True,93.498,2.5,0.0,0,1,8882.31,0,0,8882.31
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-8,Розробка ґрунту 3 групи вручну в траншеях шириною до 1 м,100 м3,True,106.317,2.5,0.0,0,1,10100.11,0,0,10100.11
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-9,Зачищення дна і укосів котлованів і траншей вручну,100 м2,True,45.967,2.5,0.0,0,1,4366.86,0,0,4366.86
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,4,Розробка ґрунту вручну,1-4-10,Кріплення стінок траншей інвентарними щитами,100 м2,True,38.363,2.8,0.5,1,2,3699.49,300.0,259.25,4258.74
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-1,Засипання пазух котлованів ґрунтом з ущільненням вручну шарами до 20 см,100 м3,True,104.204,2.5,0.0,0,1,9899.38,0,0,9899.38
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-2,Засипання пазух котлованів бульдозером з ущільненням,100 м3,True,110.574,3.0,1.209,1,2,10637.52,1027.47,626.49,12291.48
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-3,Ущільнення ґрунту пневмотрамбівками,100 м3,True,103.972,2.8,0.5,1,2,9932.34,300.0,259.25,10491.59
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-4,Ущільнення ґрунту віброплитами,100 м3,True,126.258,2.8,0.5,1,2,12049.51,300.0,259.25,12608.76
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-5,Ущільнення ґрунту катками,1000 м3,True,14.225,2.8,22.225,1,2,3796.12,13335.0,11523.52,28654.64
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,5,Зворотне засипання і ущільнення,1-5-6,Підсипання піщаної подушки під фундаменти з ущільненням,100 м3,True,98.123,2.8,0.5,1,2,9376.69,300.0,259.25,9935.94
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Навантаження і перевезення ґрунту,1-6-1,Навантаження ґрунту екскаватором у автосамоскиди,1000 м3,True,13.669,3.0,21.669,2,2,3682.15,21211.0,11236.18,36129.33
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Навантаження і перевезення ґрунту,1-6-2,Перевезення ґрунту автосамоскидами на відстань до 1 км,1000 м3,True,12.893,3.2,0.0,0,1,1224.84,0,150.0,1374.84
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Навантаження і перевезення ґрунту,1-6-3,Додавати на кожний наступний 1 км перевезення до 10 км,1000 м3,True,14.786,3.2,0.0,0,1,1404.67,0,150.0,1554.67
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Навантаження і перевезення ґрунту,1-6-4,Додавати на кожний наступний 1 км перевезення понад 10 км,1000 м3,True,12.877,3.2,0.0,0,1,1223.32,0,150.0,1373.32
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,6,Навантаження і перевезення ґрунту,1-6-5,Перевезення будівельного сміття автосамоскидами до 1 км,1000 м3,True,15.216,3.2,0.0,0,1,1445.52,0,150.0,1595.52
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,7,Водовідлив і підготовка території,1-7-1,Водовідлив з котлованів насосами продуктивністю до 50 м3/год,100 маш.-год,True,26.278,2.8,0.5,1,2,2551.41,300.0,259.25,3110.66
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,7,Водовідлив і підготовка території,1-7-2,Зрізання рослинного шару бульдозером з переміщенням до 20 м,1000 м2,True,22.596,3.0,8.848,1,2,3119.9,7520.8,4587.8,15228.5
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,7,Водовідлив і підготовка території,1-7-3,Корчування пнів діаметром до 30 см,шт,True,3.044,3.2,0.0,0,1,289.18,0,150.0,439.18
Д.2.2,1,Земляні роботи,ДСТУ Б Д.2.2-1:2012,7,Водовідлив і підготовка території,1-7-4,Влаштування тимчасових землевозних доріг,100 м,True,31.906,3.2,0.0,0,1,3031.07,0,150.0,3181.07
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,1,Розкривні роботи екскаваторами,2-1-1,Розробка розкриву екскаватором з ковшем до 1 м3 у відвал,1000 м3,False,10.811,3.0,18.811,2,2,3096.26,18405.2,9753.31,31254.77
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,1,Розкривні роботи екскаваторами,2-1-2,"Розробка розкриву екскаватором з ковшем до 2,5 м3 у відвал",1000 м3,False,15.326,3.0,23.326,2,2,4021.83,22852.2,12094.48,38968.51
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,1,Розкривні роботи екскаваторами,2-1-3,Розробка розкриву з навантаженням у транспорт,1000 м3,False,11.389,3.0,19.389,2,2,3214.74,19022.8,10053.39,32290.93
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,1,Розкривні роботи екскаваторами,2-1-4,Розробка розкриву драглайном,1000 м3,False,14.03,2.8,22.03,1,2,3756.15,13218.0,11422.29,28396.44
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,2,Розкривні роботи бульдозерами і скреперами,2-2-1,Розробка і переміщення розкриву бульдозером до 20 м,1000 м3,False,11.439,3.0,19.439,1,2,3224.99,16523.15,10079.04,29827.18
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,2,Розкривні роботи бульдозерами і скреперами,2-2-2,Розробка і переміщення розкриву бульдозером до 50 м,1000 м3,False,14.945,3.0,22.945,1,2,3943.72,19503.25,11896.84,35343.81
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,2,Розкривні роботи бульдозерами і скреперами,2-2-3,Розробка розкриву скреперами,1000 м3,False,11.573,2.8,19.573,1,2,3252.47,11743.8,10148.57,25144.84
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,3,Відвалоутворення і рекультивація,2-3-1,Улаштування породних відвалів,1000 м3,False,15.931,3.2,0.0,0,1,1513.44,0,150.0,1663.44
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,3,Відвалоутворення і рекультивація,2-3-2,Планування відвалів,1000 м3,False,13.692,2.8,21.692,1,2,3686.86,13015.2,11247.19,27949.25
Д.2.2,2,Гірничорозкривні роботи,ДСТУ Б Д.2.2-2:2012,3,Відвалоутворення і рекультивація,2-3-3,Нанесення родючого шару при рекультивації,1000 м3,False,13.898,3.2,0.0,0,1,1320.31,0,150.0,1470.31
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,1,Бурові роботи,3-1-1,Буріння шпурів у ґрунтах середньої міцності,100 м,False,29.874,3.2,0.0,0,1,2838.03,0,150.0,2988.03
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,1,Бурові роботи,3-1-2,Буріння шпурів у скельних породах,100 м,False,34.867,3.2,0.0,0,1,3312.36,0,150.0,3462.36
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,1,Бурові роботи,3-1-3,Буріння свердловин для висадження,100 м,False,32.7,3.2,0.0,0,1,3106.5,0,150.0,3256.5
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,2,Підривні роботи,3-2-1,Розпушування ґрунтів вибухом на викид,м3,False,2.779,3.2,0.0,0,1,264.0,0,150.0,414.0
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,2,Підривні роботи,3-2-2,Розпушування скельних порід вибухом,м3,False,2.709,3.2,0.0,0,1,257.36,0,150.0,407.36
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,2,Підривні роботи,3-2-3,Дроблення негабариту,м3,False,3.031,3.2,0.0,0,1,287.94,0,150.0,437.94
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,3,Заряджання і маркшейдерський супровід,3-3-1,Заряджання шпурів,компл,False,3.129,3.2,0.0,0,1,297.25,0,150.0,447.25
Д.2.2,3,Буропідривні роботи,ДСТУ Б Д.2.2-3:2012,3,Заряджання і маркшейдерський супровід,3-3-2,Маркшейдерська розбивка буропідривного блоку,компл,False,5.585,3.5,0.15,1,3,547.08,135.0,5451.72,6133.8
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,1,Буріння свердловин,4-1-1,Буріння свердловин роторне в м'яких ґрунтах,м,False,3.101,3.2,0.0,0,1,294.59,0,150.0,444.59
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,1,Буріння свердловин,4-1-2,Буріння свердловин роторне в твердих ґрунтах,м,False,3.386,3.2,0.0,0,1,321.67,0,150.0,471.67
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,1,Буріння свердловин,4-1-3,Буріння свердловин ударно-канатне,м,False,3.273,3.2,0.0,0,1,310.94,0,150.0,460.94
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,1,Буріння свердловин,4-1-4,Буріння свердловин колонкове,м,False,2.511,3.2,0.0,0,1,238.55,0,150.0,388.55
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,2,Кріплення і обладнання свердловин,4-2-1,Опускання обсадних труб,м / шт,False,2.452,3.8,0.0,0,3,232.94,0,566.0,798.94
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,2,Кріплення і обладнання свердловин,4-2-2,Цементування затрубного простору,м / шт,False,2.391,3.8,0.0,0,3,227.15,0,566.0,793.15
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,2,Кріплення і обладнання свердловин,4-2-3,Установлення фільтрів,м / шт,False,2.55,3.2,0.0,0,1,242.25,0,150.0,392.25
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,2,Кріплення і обладнання свердловин,4-2-4,Улаштування гирла свердловини,м / шт,False,2.571,3.2,0.0,0,1,244.25,0,150.0,394.25
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,3,Відкачування і випробування,4-3-1,Пробне відкачування,шт,False,2.992,3.2,0.0,0,1,284.24,0,150.0,434.24
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,3,Відкачування і випробування,4-3-2,Дослідне відкачування,шт,False,2.647,3.2,0.0,0,1,251.46,0,150.0,401.46
Д.2.2,4,Свердловини,ДСТУ Б Д.2.2-4:2012,3,Відкачування і випробування,4-3-3,Геофізичні дослідження свердловин,шт,False,3.099,3.2,0.0,0,1,294.41,0,150.0,444.41
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-1,Занурення залізобетонних паль молотами,м3,True,6.869,3.5,0.6,2,2,718.55,426.66,3272.0,4417.21
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-2,Занурення залізобетонних паль віброзанурювачами,м3,True,6.596,3.5,0.6,2,2,692.62,426.66,3272.0,4391.28
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,1,Занурення паль,5-1-3,Улаштування буронабивних паль,м3,True,9.39,3.8,2.0,1,1,1112.05,4400.0,15000.0,20512.05
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,2,Ростверки та оголовки,5-2-1,Зрізання голів паль,шт,True,9.729,3.8,2.0,1,1,1144.25,4400.0,15000.0,20544.25
Д.2.2,5,Пальові роботи. Опускні колодязі. Закріплення ґрунтів,ДСТУ Б Д.2.2-5:2012,2,Ростверки та оголовки,5-2-2,Улаштування монолітних ростверків,м3,True,7.204,3.5,0.6,2,2,750.38,426.66,3272.0,4449.04
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-1,Улаштування стрічкових фундаментів бетонних шириною до 1 м,100 м3,True,658.024,3.5,60.0,2,2,69112.28,42685.32,327200.0,438997.6
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-2,Улаштування стрічкових фундаментів бетонних шириною понад 1 м,100 м3,True,670.871,3.5,60.0,2,2,70332.74,42685.32,327200.0,440218.06
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-3,Улаштування стовпчастих фундаментів бетонних об'ємом до 3 м3,100 м3,True,846.942,3.5,60.0,2,2,87059.49,42685.32,327200.0,456944.81
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-4,Улаштування стовпчастих фундаментів бетонних об'ємом понад 3 м3,100 м3,True,724.632,3.5,60.0,2,2,75440.04,42685.32,327200.0,445325.36
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-5,Улаштування фундаментних плит бетонних товщиною до 300 мм,100 м3,True,763.451,3.5,60.0,2,2,79127.85,42685.32,327200.0,449013.17
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-6,Улаштування фундаментних плит бетонних товщиною понад 300 мм,100 м3,True,791.588,3.5,60.0,2,2,81800.86,42685.32,327200.0,451686.18
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,1,Фундаменти бетонні,6-1-7,Улаштування бетонної підготовки під фундаменти,100 м3,True,833.24,3.5,60.0,2,2,85757.8,42685.32,327200.0,455643.12
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-1,Улаштування стрічкових фундаментів залізобетонних,100 м3,True,696.034,3.5,60.0,2,2,72723.23,42685.32,327200.0,442608.55
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-2,Улаштування стовпчастих фундаментів залізобетонних,100 м3,True,752.762,3.5,60.0,2,2,78112.39,42685.32,327200.0,447997.71
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-3,Улаштування фундаментних плит залізобетонних товщиною до 300 мм,100 м3,True,759.508,3.5,60.0,2,2,78753.26,42685.32,327200.0,448638.58
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-4,Улаштування фундаментних плит залізобетонних товщиною 300–500 мм,100 м3,True,770.52,3.5,60.0,2,2,79799.4,42685.32,327200.0,449684.72
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-5,Улаштування фундаментних плит залізобетонних товщиною понад 500 мм,100 м3,True,752.984,3.5,60.0,2,2,78133.48,42685.32,327200.0,448018.8
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-6,Улаштування ростверків залізобетонних стрічкових,100 м3,True,764.116,3.5,60.0,2,2,79191.02,42685.32,327200.0,449076.34
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,2,Фундаменти залізобетонні,6-2-7,Улаштування ростверків залізобетонних окремо розташованих,100 м3,True,696.822,3.5,60.0,2,2,72798.09,42685.32,327200.0,442683.41
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Стіни і перегородки монолітні,6-3-1,Улаштування стін підвалів залізобетонних товщиною до 200 мм,100 м3,True,768.484,3.5,60.0,2,2,79605.98,42685.32,327200.0,449491.3
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Стіни і перегородки монолітні,6-3-2,Улаштування стін підвалів залізобетонних товщиною 200–400 мм,100 м3,True,720.598,3.5,60.0,2,2,75056.81,42685.32,327200.0,444942.13
Д.2.2,6,Бетонні та залізобетонні конструкції монолітні,ДСТУ Б Д.2.2-6:2012,3,Стіни і перегородки монолітні,6-3-3,Улаштування стін підвалів залізобетонних товщиною понад 400 мм,100 м3,True,761.322,3.5,60.0,2,2,78925.59,42685.32,327200.0,448810.91
